average_loss/Mean	Mean	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t f32 -Tidx i32 -keep_dims b: 0'], 1000, 3000, 4000, [1552507678816383000, 1552507678816384000, 1552507678816386000, 1552507678816387000], 1]}
tower_0/v/cg/affine2/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x1001)'], ['(4096x1001)', ' -DstT f16 -SrcT f32'], 0, 181000, 184000, [1552507678753466000, 1552507678753466000, 1552507678753647000, 1552507678753650000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 160000, 160000, [1552507678753480000, 1552507678753480000, 1552507678753640000, 1552507678753640000], 1]}
tower_0/v/gradients/Cast_4_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x256)'], ['(3x3x384x256)', ' -DstT f32 -SrcT f16'], 0, 54000, 58000, [1552507678849899000, 1552507678849899000, 1552507678849953000, 1552507678849957000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 39000, 39000, [1552507678849910000, 1552507678849910000, 1552507678849949000, 1552507678849949000], 1]}
tower_0/v/cg/mpool1/MaxPool	MaxPool	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x192x27x27)'], ['(128x192x13x13)', ' -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1'], 1000, 834000, 837000, [1552507678781500000, 1552507678781501000, 1552507678782334000, 1552507678782337000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 801000, 801000, [1552507678781526000, 1552507678781526000, 1552507678782327000, 1552507678782327000], 1]}
main_fetch_group/_40	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)'], 0, 3000, 3000, [1552507678904205000, 1552507678904205000, 1552507678904208000, 1552507678904208000], 1]}
tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum_grad/Const	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)', ' -t i32'], 0, 1000, 2000, [1552507678750832000, 1552507678750832000, 1552507678750833000, 1552507678750834000], 1]}
tower_0/v/add	Add	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t f32'], 1000, 21000, 25000, [1552507678811649000, 1552507678811650000, 1552507678811670000, 1552507678811674000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678811664000, 1552507678811664000, 1552507678811666000, 1552507678811666000], 1]}
tower_0/v/mul_15	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)', ' 1:', '(1)'], ['(4096)', ' -t f32'], 1000, 25000, 28000, [1552507678817829000, 1552507678817830000, 1552507678817854000, 1552507678817857000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678817847000, 1552507678817847000, 1552507678817849000, 1552507678817849000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x1001)', ' 1:', '(1)', ' 2:', '(4096x1001)'], ['(4096x1001)', ' -t f32 -use_locking 0'], 1000, 327000, 331000, [1552507678815185000, 1552507678815186000, 1552507678815512000, 1552507678815516000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 310000, 310000, [1552507678815197000, 1552507678815197000, 1552507678815507000, 1552507678815507000], 1]}
tower_0/v/gradients/tower_0/v/cg/dropout0_1/dropout/dropout/mul_grad/Mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f16'], 1000, 46000, 48000, [1552507678772328000, 1552507678772329000, 1552507678772374000, 1552507678772376000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 19000, 19000, [1552507678772349000, 1552507678772349000, 1552507678772368000, 1552507678772368000], 1]}
tower_0/v/cg/conv4/conv2d/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)', ' 1:', '(3x3x384x256)'], ['(128x256x13x13)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 0, 6086000, 6089000, [1552507678798401000, 1552507678798401000, 1552507678804487000, 1552507678804490000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 5988000, 4255000, [1552507678798417000, 1552507678798417000, 1552507678804478000, 1552507678804478000], 1]}
tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum_grad/Tile	Tile	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(128)', ' -t f32 -Tmultiples i32'], 0, 30000, 34000, [1552507678761974000, 1552507678761974000, 1552507678762004000, 1552507678762008000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3000, 3000, [1552507678761994000, 1552507678761994000, 1552507678761997000, 1552507678761997000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter-0-TransposeNHWCToNCHW-LayoutOptimizer	Transpose	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x227x227x3)', ' 1:', '(4)'], ['(128x3x227x227)'], 1000, 1894000, 1898000, [1552507678759544000, 1552507678759545000, 1552507678761438000, 1552507678761442000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1862000, 1862000, [1552507678759568000, 1552507678759568000, 1552507678761430000, 1552507678761430000], 1]}
tower_0/v/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x1001)'], ['(128x1001)', ' -DstT f32 -SrcT f16'], 1000, 22000, 25000, [1552507678810075000, 1552507678810076000, 1552507678810097000, 1552507678810100000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3000, 3000, [1552507678810090000, 1552507678810090000, 1552507678810093000, 1552507678810093000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1001)', ' 1:', '(1)', ' 2:', '(1001)'], ['(1001)', ' -t f32 -use_locking 0'], 0, 25000, 28000, [1552507678815155000, 1552507678815155000, 1552507678815180000, 1552507678815183000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3000, 3000, [1552507678815171000, 1552507678815171000, 1552507678815174000, 1552507678815174000], 1]}
v/cg/affine1/weights/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x4096)'], ['(4096x4096)', ' -t f32'], 0, 1000, 2000, [1552507678751002000, 1552507678751002000, 1552507678751003000, 1552507678751004000], 1]}
tower_0/v/mul_17	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1001)', ' 1:', '(1)'], ['(1001)', ' -t f32'], 0, 19000, 21000, [1552507678812106000, 1552507678812106000, 1552507678812125000, 1552507678812127000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678812118000, 1552507678812118000, 1552507678812120000, 1552507678812120000], 1]}
tower_0/v/l2_loss/L2Loss_11	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)'], ['(1)', ' -t f32'], 1000, 31000, 34000, [1552507678755957000, 1552507678755958000, 1552507678755988000, 1552507678755991000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7000, 7000, [1552507678755975000, 1552507678755975000, 1552507678755982000, 1552507678755982000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv2/BiasAdd_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)'], ['(384)', ' -t f16 -data_format NHWC'], 0, 335000, 339000, [1552507678873331000, 1552507678873331000, 1552507678873666000, 1552507678873670000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 308000, 308000, [1552507678873354000, 1552507678873354000, 1552507678873662000, 1552507678873662000], 1]}
_retval_average_loss/Mean_0_0	_Retval	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:', '(1)'], ['(none)'], 1000, 2000, 4000, [1552507678817932000, 1552507678817933000, 1552507678817934000, 1552507678817936000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv1/Cast_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(192)'], ['(192)', ' -DstT f32 -SrcT f16'], 1000, 23000, 26000, [1552507678893996000, 1552507678893997000, 1552507678894019000, 1552507678894022000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678894012000, 1552507678894012000, 1552507678894014000, 1552507678894014000], 1]}
Cast_2	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x192x384)'], ['(3x3x192x384)', ' -DstT f16 -SrcT f32'], 0, 44000, 46000, [1552507678762259000, 1552507678762259000, 1552507678762303000, 1552507678762305000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 26000, 26000, [1552507678762272000, 1552507678762272000, 1552507678762298000, 1552507678762298000], 1]}
tower_0/v/gradients/AddN_2	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)', ' 1:', '(4096)'], ['(4096)', ' -N i: 2 -t f32'], 0, 19000, 23000, [1552507678816390000, 1552507678816390000, 1552507678816409000, 1552507678816413000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3000, 3000, [1552507678816402000, 1552507678816402000, 1552507678816405000, 1552507678816405000], 1]}
ConstantFolding/tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/ShapeN-matshapes-1	ShapeN-matshapes-1	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(5x5x64x192)', ' 1:', '(128x64x27x27)'], ['(4)'], 1000, 2000, 4000, [1552507678774391000, 1552507678774392000, 1552507678774393000, 1552507678774395000], 1]}
v/cg/affine0/biases/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)'], ['(4096)', ' -t f32'], 0, 1000, 3000, [1552507678751166000, 1552507678751166000, 1552507678751167000, 1552507678751169000], 1]}
tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum_grad/Reshape/shape	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)', ' -t i32'], 1000, 2000, 3000, [1552507678750818000, 1552507678750819000, 1552507678750820000, 1552507678750821000], 1]}
ConstantFolding/tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/ShapeN-matshapes-1	ShapeN-matshapes-1	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)', ' 1:', '(128x384x13x13)'], ['(4)'], 200, 700, 2000, [1552507678788299000, 1552507678788299200, 1552507678788299700, 1552507678788301000], 1]}
tower_0/v/gradients/Cast_1_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(5x5x64x192)'], ['(5x5x64x192)', ' -DstT f32 -SrcT f16'], 0, 30000, 33000, [1552507678894024000, 1552507678894024000, 1552507678894054000, 1552507678894057000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 14000, 14000, [1552507678894037000, 1552507678894037000, 1552507678894051000, 1552507678894051000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x192x13x13)', ' 1:', '(4)', ' 2:', '(128x384x13x13)'], ['(3x3x192x384)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 1000, 5600000, 5605000, [1552507678873671000, 1552507678873672000, 1552507678879271000, 1552507678879276000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 5507000, 3956000, [1552507678873700000, 1552507678873700000, 1552507678879261000, 1552507678879261000], 1]}
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Greater	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)', ' -t f32'], 0, 2000, 3000, [1552507678750811000, 1552507678750811000, 1552507678750813000, 1552507678750814000], 1]}
tower_0/v/gradients/Cast_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(11x11x3x64)'], ['(11x11x3x64)', ' -DstT f32 -SrcT f16'], 0, 18000, 21000, [1552507678903958000, 1552507678903958000, 1552507678903976000, 1552507678903979000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678903971000, 1552507678903971000, 1552507678903973000, 1552507678903973000], 1]}
tower_0/v/l2_loss/L2Loss_6	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)'], ['(1)', ' -t f32'], 1000, 81000, 84000, [1552507678762354000, 1552507678762355000, 1552507678762435000, 1552507678762438000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 42000, 38000, [1552507678762376000, 1552507678762376000, 1552507678762431000, 1552507678762431000], 1]}
tower_0/v/cg/dropout0_1/dropout/dropout/random_uniform/mul	Snapshot	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)'], ['(128x4096)', ' -t f16'], 0, 3000, 4000, [1552507678755947000, 1552507678755947000, 1552507678755950000, 1552507678755951000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv4/BiasAdd_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x256x13x13)'], ['(256)', ' -t f16 -data_format NHWC'], 0, 238000, 241000, [1552507678843167000, 1552507678843167000, 1552507678843405000, 1552507678843408000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 207000, 207000, [1552507678843193000, 1552507678843193000, 1552507678843400000, 1552507678843400000], 1]}
tower_0/v/cg/affine1/xw_plus_b	BiasAdd	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(4096)'], ['(128x4096)', ' -t f16 -data_format NHWC'], 0, 53000, 56000, [1552507678809499000, 1552507678809499000, 1552507678809552000, 1552507678809555000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 36000, 36000, [1552507678809511000, 1552507678809511000, 1552507678809547000, 1552507678809547000], 1]}
tower_0/v/gradients/Cast_3_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)'], ['(3x3x384x384)', ' -DstT f32 -SrcT f16'], 0, 73000, 77000, [1552507678868135000, 1552507678868135000, 1552507678868208000, 1552507678868212000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 57000, 57000, [1552507678868147000, 1552507678868147000, 1552507678868204000, 1552507678868204000], 1]}
tower_0/v/mul_4	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(5x5x64x192)', ' 1:', '(1)'], ['(5x5x64x192)', ' -t f32'], 1000, 30000, 32000, [1552507678903901000, 1552507678903902000, 1552507678903931000, 1552507678903933000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12000, 12000, [1552507678903914000, 1552507678903914000, 1552507678903926000, 1552507678903926000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x64x27x27)', ' 1:', '(4)', ' 2:', '(128x192x27x27)'], ['(5x5x64x192)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 1000, 4909000, 4913000, [1552507678887493000, 1552507678887494000, 1552507678892402000, 1552507678892406000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4810000, 2038000, [1552507678887527000, 1552507678887527000, 1552507678892394000, 1552507678892394000], 1]}
tower_0/v/gradients/AddN	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1001)', ' 1:', '(1001)'], ['(1001)', ' -N i: 2 -t f32'], 0, 21000, 24000, [1552507678811677000, 1552507678811677000, 1552507678811698000, 1552507678811701000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678811691000, 1552507678811691000, 1552507678811693000, 1552507678811693000], 1]}
tower_0/v/mul_6	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x192x384)', ' 1:', '(1)'], ['(3x3x192x384)', ' -t f32'], 1000, 52000, 54000, [1552507678892438000, 1552507678892439000, 1552507678892490000, 1552507678892492000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 35000, 35000, [1552507678892450000, 1552507678892450000, 1552507678892485000, 1552507678892485000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(9216x4096)', ' 1:', '(1)', ' 2:', '(9216x4096)'], ['(9216x4096)', ' -t f32 -use_locking 0'], 1000, 2898000, 2902000, [1552507678833666000, 1552507678833667000, 1552507678836564000, 1552507678836568000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2880000, 2880000, [1552507678833679000, 1552507678833679000, 1552507678836559000, 1552507678836559000], 1]}
tower_0/v/gradients/AddN_12	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(192)', ' 1:', '(192)'], ['(192)', ' -N i: 2 -t f32'], 1000, 20000, 23000, [1552507678895811000, 1552507678895812000, 1552507678895831000, 1552507678895834000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678895824000, 1552507678895824000, 1552507678895826000, 1552507678895826000], 1]}
global_step	VariableV2	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:(none)'], ['(1)', ' -t i64'], 0, 8000, 18000, [1552507678750700000, 1552507678750700000, 1552507678750708000, 1552507678750718000], 1]}
v/cg/conv3/biases	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(384)', ' -t f32'], 1000, 2000, 3000, [1552507678750924000, 1552507678750925000, 1552507678750926000, 1552507678750927000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv3/BiasAdd_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)'], ['(384)', ' -t f16 -data_format NHWC'], 1000, 336000, 339000, [1552507678858511000, 1552507678858512000, 1552507678858847000, 1552507678858850000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 308000, 308000, [1552507678858534000, 1552507678858534000, 1552507678858842000, 1552507678858842000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)'], ['(4096)', ' -t f16 -data_format NHWC'], 0, 65000, 68000, [1552507678818752000, 1552507678818752000, 1552507678818817000, 1552507678818820000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 39000, 39000, [1552507678818774000, 1552507678818774000, 1552507678818813000, 1552507678818813000], 1]}
tower_0/v/gradients/AddN_10	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)', ' 1:', '(384)'], ['(384)', ' -N i: 2 -t f32'], 0, 19000, 22000, [1552507678882264000, 1552507678882264000, 1552507678882283000, 1552507678882286000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678882277000, 1552507678882277000, 1552507678882279000, 1552507678882279000], 1]}
v/cg/conv1/biases/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(192)'], ['(192)', ' -t f32'], 0, 1000, 2000, [1552507678751186000, 1552507678751186000, 1552507678751187000, 1552507678751188000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x1001)', ' 1:', '(4096x1001)'], ['(128x4096)', ' -t f16 -tr_a 0 -tr_b 1'], 1000, 366000, 370000, [1552507678810976000, 1552507678810977000, 1552507678811342000, 1552507678811346000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 343000, 343000, [1552507678810993000, 1552507678810993000, 1552507678811336000, 1552507678811336000], 1]}
tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad-2-TransposeNHWCToNCHW-LayoutOptimizer	Transpose	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x6x6x256)', ' 1:', '(4)'], ['(128x256x6x6)'], 0, 97000, 101000, [1552507678830625000, 1552507678830625000, 1552507678830722000, 1552507678830726000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 76000, 76000, [1552507678830641000, 1552507678830641000, 1552507678830717000, 1552507678830717000], 1]}
main_fetch_group	NoOp	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(none)'], 200, 700, 2000, [1552507678904202000, 1552507678904202200, 1552507678904202700, 1552507678904204000], 1]}
