tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_13_grad/mul	Mul	GPU-0	 0:(4096) 1:(1)->(4096) -t f32	[[0, 0, 11000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291912285000, 1552507291912285000, 1552507291912296000, 1552507291912298000]]]	tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_13_grad/mul@GPU-0@ 0:(4096) 1:(1)->(4096) -t f32
tower_0/v/l2_loss/L2Loss_6	L2Loss	GPU-0	 0:(3x3x384x384)->(1) -t f32	[[0, 0, 61000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291918789000, 1552507291918790000, 1552507291918851000, 1552507291918853000]]]	tower_0/v/l2_loss/L2Loss_6@GPU-0@ 0:(3x3x384x384)->(1) -t f32
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/div	Mul	GPU-0	 0:(1) 1:(1)->(1) -t f32	[[0, 0, 12000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291970104000, 1552507291970104000, 1552507291970116000, 1552507291970118000]]]	tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/div@GPU-0@ 0:(1) 1:(1)->(1) -t f32
v/cg/conv4/conv2d/kernel	VariableV2	GPU-0	 0:(none)->(3x3x384x256) -t f32	[[0, 0, 2000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911672000, 1552507291911673000, 1552507291911675000, 1552507291911676000]]]	v/cg/conv4/conv2d/kernel@GPU-0@ 0:(none)->(3x3x384x256) -t f32
tower_0/v/mul/x	Const	GPU-0	 0:(none)->(1) -t f32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911581000, 1552507291911581000, 1552507291911582000, 1552507291911583000]]]	tower_0/v/mul/x@GPU-0@ 0:(none)->(1) -t f32
tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad	BiasAddGrad	GPU-0	 0:(128x4096)->(4096) -t f32 -data_format NHWC	[[0, 0, 36000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291976300000, 1552507291976300000, 1552507291976336000, 1552507291976339000]]]	tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad@GPU-0@ 0:(128x4096)->(4096) -t f32 -data_format NHWC
ConstantFolding/average_loss/Mean/input_const_axis	Const	GPU-0	 0:(none)->(1)	[[0, 0, 500, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291973561000, 1552507291973561200, 1552507291973561700, 1552507291973564000]]]	ConstantFolding/average_loss/Mean/input_const_axis@GPU-0@ 0:(none)->(1)
tower_0/v/cg/conv3/Relu	Relu	GPU-0	 0:(128x384x13x13)->(128x384x13x13) -t f32	[[0, 0, 442000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291956476000, 1552507291956476000, 1552507291956918000, 1552507291956920000]]]	tower_0/v/cg/conv3/Relu@GPU-0@ 0:(128x384x13x13)->(128x384x13x13) -t f32
tower_0/v/cg/conv3/conv2d/Conv2D	Conv2D	GPU-0	 0:(128x384x13x13) 1:(3x3x384x384)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1	[[0, 0, 8813000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291947107000, 1552507291947108000, 1552507291955921000, 1552507291955925000]]]	tower_0/v/cg/conv3/conv2d/Conv2D@GPU-0@ 0:(128x384x13x13) 1:(3x3x384x384)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1
_retval_inc_global_step/AssignAdd_0_1	_Retval	CPU-0	 0:(1)->(none)	[[0, 0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, [1552507292057707000, 1552507292057707000, 1552507292057708000, 1552507292057709000]]]	_retval_inc_global_step/AssignAdd_0_1@CPU-0@ 0:(1)->(none)
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_1_grad/mul	Mul	GPU-0	 0:(64) 1:(1)->(64) -t f32	[[0, 0, 10000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291918562000, 1552507291918563000, 1552507291918573000, 1552507291918575000]]]	tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_1_grad/mul@GPU-0@ 0:(64) 1:(1)->(64) -t f32
tower_0/v/cg/dropout0/dropout/dropout/add	Add	GPU-0	 0:(1) 1:(128x4096)->(128x4096) -t f32	[[0, 0, 37000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291919234000, 1552507291919234000, 1552507291919271000, 1552507291919273000]]]	tower_0/v/cg/dropout0/dropout/dropout/add@GPU-0@ 0:(1) 1:(128x4096)->(128x4096) -t f32
tower_0/v/l2_loss/L2Loss_13	L2Loss	GPU-0	 0:(4096)->(1) -t f32	[[0, 0, 15000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291912266000, 1552507291912267000, 1552507291912282000, 1552507291912284000]]]	tower_0/v/l2_loss/L2Loss_13@GPU-0@ 0:(4096)->(1) -t f32
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_15_grad/mul	Mul	GPU-0	 0:(1001) 1:(1)->(1001) -t f32	[[0, 0, 16000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911869000, 1552507291911870000, 1552507291911886000, 1552507291911888000]]]	tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_15_grad/mul@GPU-0@ 0:(1001) 1:(1)->(1001) -t f32
tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput-0-LayoutOptimizer	Const	GPU-0	 0:(none)->(4)	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291940136000, 1552507291940136000, 1552507291940137000, 1552507291940139000]]]	tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput-0-LayoutOptimizer@GPU-0@ 0:(none)->(4)
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent	ApplyGradientDescent	GPU-0	 0:(64) 1:(1) 2:(64)->(64) -t f32 -use_locking 0	[[0, 0, 11000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292057573000, 1552507292057574000, 1552507292057585000, 1552507292057588000]]]	append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent@GPU-0@ 0:(64) 1:(1) 2:(64)->(64) -t f32 -use_locking 0
tower_0/v/cg/mpool0/MaxPool	MaxPool	GPU-0	 0:(128x64x55x55)->(128x64x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1	[[0, 0, 1241000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291928931000, 1552507291928931000, 1552507291930172000, 1552507291930174000]]]	tower_0/v/cg/mpool0/MaxPool@GPU-0@ 0:(128x64x55x55)->(128x64x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_6_grad/mul	Mul	GPU-0	 0:(3x3x384x384) 1:(1)->(3x3x384x384) -t f32	[[0, 0, 75000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291918855000, 1552507291918855000, 1552507291918930000, 1552507291918932000]]]	tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_6_grad/mul@GPU-0@ 0:(3x3x384x384) 1:(1)->(3x3x384x384) -t f32
tower_0/v/gradients/tower_0/v/cg/Reshape_grad/Reshape	Reshape	GPU-0	 0:(128x9216) 1:(4)->(128x6x6x256) -t f32 -Tshape i32	[[0, 0, 2000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291984641000, 1552507291984641000, 1552507291984643000, 1552507291984645000]]]	tower_0/v/gradients/tower_0/v/cg/Reshape_grad/Reshape@GPU-0@ 0:(128x9216) 1:(4)->(128x6x6x256) -t f32 -Tshape i32
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent	ApplyGradientDescent	GPU-0	 0:(384) 1:(1) 2:(384)->(384) -t f32 -use_locking 0	[[0, 0, 12000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292032330000, 1552507292032331000, 1552507292032343000, 1552507292032347000]]]	append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent@GPU-0@ 0:(384) 1:(1) 2:(384)->(384) -t f32 -use_locking 0
v/cg/conv2/biases/read	Identity	GPU-0	 0:(384)->(384) -t f32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911837000, 1552507291911837000, 1552507291911838000, 1552507291911839000]]]	v/cg/conv2/biases/read@GPU-0@ 0:(384)->(384) -t f32
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_9_grad/mul	Mul	GPU-0	 0:(256) 1:(1)->(256) -t f32	[[0, 0, 10000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291919176000, 1552507291919177000, 1552507291919187000, 1552507291919189000]]]	tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_9_grad/mul@GPU-0@ 0:(256) 1:(1)->(256) -t f32
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy	SparseSoftmaxCrossEntropyWithLogits	GPU-0	 0:(128x1001) 1:(128)->(128)(128x1001 slot 1 slot ) -t f32 -Tlabels i32	[[0, 0, 241000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291969075000, 1552507291969075000, 1552507291969316000, 1552507291969320000]]]	tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy@GPU-0@ 0:(128x1001) 1:(128)->(128)(128x1001 slot 1 slot ) -t f32 -Tlabels i32
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_3_grad/mul	Mul	GPU-0	 0:(192) 1:(1)->(192) -t f32	[[0, 0, 10000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291918651000, 1552507291918652000, 1552507291918662000, 1552507291918664000]]]	tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_3_grad/mul@GPU-0@ 0:(192) 1:(1)->(192) -t f32
append_apply_gradient_ops/GradientDescent	NoOp	GPU-0	 0:(none)->(none)	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292057607000, 1552507292057607000, 1552507292057608000, 1552507292057609000]]]	append_apply_gradient_ops/GradientDescent@GPU-0@ 0:(none)->(none)
inc_global_step/AssignAdd/value	Const	CPU-0	 0:(none)->(1) -t i64	[[0, 0, 0, 3000, 0, 0, 0, 0, 0, 1, 0, 0, [1552507292057694000, 1552507292057694000, 1552507292057697000, 1552507292057698000]]]	inc_global_step/AssignAdd/value@CPU-0@ 0:(none)->(1) -t i64
tower_0/v/l2_loss/L2Loss	L2Loss	GPU-0	 0:(11x11x3x64)->(1) -t f32	[[0, 0, 33000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291918492000, 1552507291918493000, 1552507291918526000, 1552507291918528000]]]	tower_0/v/l2_loss/L2Loss@GPU-0@ 0:(11x11x3x64)->(1) -t f32
v/cg/conv2/conv2d/kernel/read	Identity	GPU-0	 0:(3x3x192x384)->(3x3x192x384) -t f32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911834000, 1552507291911834000, 1552507291911835000, 1552507291911836000]]]	v/cg/conv2/conv2d/kernel/read@GPU-0@ 0:(3x3x192x384)->(3x3x192x384) -t f32
tower_0/v/l2_loss/AddN	AddN	GPU-0	 0:(16x1)->(1) -N i: 16 -t f32	[[0, 0, 29000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291925744000, 1552507291925746000, 1552507291925775000, 1552507291925783000]]]	tower_0/v/l2_loss/AddN@GPU-0@ 0:(16x1)->(1) -N i: 16 -t f32
tower_0/v/cg/conv1/conv2d/Conv2D	Conv2D	GPU-0	 0:(128x64x27x27) 1:(5x5x64x192)->(128x192x27x27) -t f32 -data_format NHWC -p s -cudnn 1	[[0, 0, 5012000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291930185000, 1552507291930185000, 1552507291935197000, 1552507291935201000]]]	tower_0/v/cg/conv1/conv2d/Conv2D@GPU-0@ 0:(128x64x27x27) 1:(5x5x64x192)->(128x192x27x27) -t f32 -data_format NHWC -p s -cudnn 1
tower_0/v/l2_loss/L2Loss_1	L2Loss	GPU-0	 0:(64)->(1) -t f32	[[0, 0, 10000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291918549000, 1552507291918550000, 1552507291918560000, 1552507291918561000]]]	tower_0/v/l2_loss/L2Loss_1@GPU-0@ 0:(64)->(1) -t f32
v/cg/affine1/weights	VariableV2	GPU-0	 0:(none)->(4096x4096) -t f32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911619000, 1552507291911619000, 1552507291911620000, 1552507291911621000]]]	v/cg/affine1/weights@GPU-0@ 0:(none)->(4096x4096) -t f32
tower_0/v/cg/conv1/BiasAdd	BiasAdd	GPU-0	 0:(128x192x27x27) 1:(192)->(128x192x27x27) -t f32 -data_format NHWC	[[0, 0, 2294000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291935206000, 1552507291935206000, 1552507291937500000, 1552507291937503000]]]	tower_0/v/cg/conv1/BiasAdd@GPU-0@ 0:(128x192x27x27) 1:(192)->(128x192x27x27) -t f32 -data_format NHWC
tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/mul_grad/Mul	Mul	GPU-0	 0:(1) 1:(128x4096)->(128x4096) -t f32	[[0, 0, 38000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291927584000, 1552507291927585000, 1552507291927623000, 1552507291927625000]]]	tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/mul_grad/Mul@GPU-0@ 0:(1) 1:(128x4096)->(128x4096) -t f32
v/cg/conv3/conv2d/kernel/read	Identity	GPU-0	 0:(3x3x384x384)->(3x3x384x384) -t f32	[[0, 0, 500, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911840000, 1552507291911840200, 1552507291911840700, 1552507291911842000]]]	v/cg/conv3/conv2d/kernel/read@GPU-0@ 0:(3x3x384x384)->(3x3x384x384) -t f32
tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad	ReluGrad	GPU-0	 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32	[[0, 0, 649000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292020339000, 1552507292020339000, 1552507292020988000, 1552507292020991000]]]	tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad@GPU-0@ 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32
tower_0/v/gradients/tower_0/v/cg/dropout0_1/dropout/dropout/div_grad/RealDiv	Mul	GPU-0	 0:(128x4096) 1:(128x4096)->(128x4096) -t f32	[[0, 0, 51000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291970463000, 1552507291970464000, 1552507291970515000, 1552507291970517000]]]	tower_0/v/gradients/tower_0/v/cg/dropout0_1/dropout/dropout/div_grad/RealDiv@GPU-0@ 0:(128x4096) 1:(128x4096)->(128x4096) -t f32
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent	ApplyGradientDescent	GPU-0	 0:(384) 1:(1) 2:(384)->(384) -t f32 -use_locking 0	[[0, 0, 11000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292035255000, 1552507292035255000, 1552507292035266000, 1552507292035270000]]]	append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent@GPU-0@ 0:(384) 1:(1) 2:(384)->(384) -t f32 -use_locking 0
ConstantFolding/tower_0/v/cg/dropout0_1/dropout/dropout/div_recip	Const	GPU-0	 0:(none)->(1)	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911606000, 1552507291911606000, 1552507291911607000, 1552507291911608000]]]	ConstantFolding/tower_0/v/cg/dropout0_1/dropout/dropout/div_recip@GPU-0@ 0:(none)->(1)
tower_0/v/cg/dropout0/dropout/dropout/div	Mul	GPU-0	 0:(1) 1:(128x4096)->(128x4096) -t f32	[[0, 0, 41000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291967053000, 1552507291967054000, 1552507291967095000, 1552507291967097000]]]	tower_0/v/cg/dropout0/dropout/dropout/div@GPU-0@ 0:(1) 1:(128x4096)->(128x4096) -t f32
tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy_grad/mul	Mul	GPU-0	 0:(128) 1:(128x1001)->(128x1001) -t f32	[[0, 0, 16000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291969326000, 1552507291969326000, 1552507291969342000, 1552507291969344000]]]	tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy_grad/mul@GPU-0@ 0:(128) 1:(128x1001)->(128x1001) -t f32
tower_0/v/alexnet_synthetic_labels/shape	Const	GPU-0	 0:(none)->(1) -t i32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911594000, 1552507291911594000, 1552507291911595000, 1552507291911596000]]]	tower_0/v/alexnet_synthetic_labels/shape@GPU-0@ 0:(none)->(1) -t i32
tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b_grad/BiasAddGrad	BiasAddGrad	GPU-0	 0:(128x1001)->(1001) -t f32 -data_format NHWC	[[0, 0, 23000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291969369000, 1552507291969369000, 1552507291969392000, 1552507291969395000]]]	tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b_grad/BiasAddGrad@GPU-0@ 0:(128x1001)->(1001) -t f32 -data_format NHWC
v/cg/affine0/biases/read	Identity	GPU-0	 0:(4096)->(4096) -t f32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911813000, 1552507291911813000, 1552507291911814000, 1552507291911815000]]]	v/cg/affine0/biases/read@GPU-0@ 0:(4096)->(4096) -t f32
tower_0/v/gradients/tower_0/v/cg/conv0/BiasAdd_grad/BiasAddGrad	BiasAddGrad	GPU-0	 0:(128x64x55x55)->(64) -t f32 -data_format NHWC	[[0, 0, 651000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292049647000, 1552507292049647000, 1552507292050298000, 1552507292050301000]]]	tower_0/v/gradients/tower_0/v/cg/conv0/BiasAdd_grad/BiasAddGrad@GPU-0@ 0:(128x64x55x55)->(64) -t f32 -data_format NHWC
tower_0/v/cg/affine0/xw_plus_b	BiasAdd	GPU-0	 0:(128x4096) 1:(4096)->(128x4096) -t f32 -data_format NHWC	[[0, 0, 41000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291966968000, 1552507291966968000, 1552507291967009000, 1552507291967011000]]]	tower_0/v/cg/affine0/xw_plus_b@GPU-0@ 0:(128x4096) 1:(4096)->(128x4096) -t f32 -data_format NHWC
tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer	Transpose	GPU-0	 0:(128x256x6x6) 1:(4)->(128x6x6x256)	[[0, 0, 86000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291963911000, 1552507291963912000, 1552507291963998000, 1552507291964000000]]]	tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer@GPU-0@ 0:(128x256x6x6) 1:(4)->(128x6x6x256)
PermConstNHWCToNCHW-LayoutOptimizer	Const	GPU-0	 0:(none)->(4)	[[0, 0, 500, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911641000, 1552507291911641200, 1552507291911641700, 1552507291911643000]]]	PermConstNHWCToNCHW-LayoutOptimizer@GPU-0@ 0:(none)->(4)
tower_0/v/cg/affine2/xw_plus_b/MatMul	MatMul	GPU-0	 0:(128x4096) 1:(4096x1001)->(128x1001) -t f32 -tr_a 0 -tr_b 0	[[0, 0, 369000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291968681000, 1552507291968681000, 1552507291969050000, 1552507291969052000]]]	tower_0/v/cg/affine2/xw_plus_b/MatMul@GPU-0@ 0:(128x4096) 1:(4096x1001)->(128x1001) -t f32 -tr_a 0 -tr_b 0
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/zeros_like	Const	GPU-0	 0:(none)->(1) -t f32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911574000, 1552507291911574000, 1552507291911575000, 1552507291911576000]]]	tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/zeros_like@GPU-0@ 0:(none)->(1) -t f32
tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput-0-LayoutOptimizer	Const	GPU-0	 0:(none)->(4)	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291956921000, 1552507291956922000, 1552507291956923000, 1552507291956924000]]]	tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput-0-LayoutOptimizer@GPU-0@ 0:(none)->(4)
tower_0/v/gradients/tower_0/v/cg/affine1/affine1_grad/ReluGrad	ReluGrad	GPU-0	 0:(128x4096) 1:(128x4096)->(128x4096) -t f32	[[0, 0, 52000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291970884000, 1552507291970884000, 1552507291970936000, 1552507291970939000]]]	tower_0/v/gradients/tower_0/v/cg/affine1/affine1_grad/ReluGrad@GPU-0@ 0:(128x4096) 1:(128x4096)->(128x4096) -t f32
v/cg/conv1/biases/read	Identity	GPU-0	 0:(192)->(192) -t f32	[[0, 0, 500, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911831000, 1552507291911831200, 1552507291911831700, 1552507291911833000]]]	v/cg/conv1/biases/read@GPU-0@ 0:(192)->(192) -t f32
tower_0/v/gradients/AddN_15	AddN	GPU-0	 0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2 -t f32	[[0, 0, 11000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507292057558000, 1552507292057558000, 1552507292057569000, 1552507292057572000]]]	tower_0/v/gradients/AddN_15@GPU-0@ 0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2 -t f32
tower_0/v/alexnet_synthetic_labels/max	Const	GPU-0	 0:(none)->(1) -t i32	[[0, 0, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291911599000, 1552507291911599000, 1552507291911600000, 1552507291911601000]]]	tower_0/v/alexnet_synthetic_labels/max@GPU-0@ 0:(none)->(1) -t i32
tower_0/v/cg/dropout0/dropout/dropout/Floor	Floor	GPU-0	 0:(128x4096)->(128x4096) -t f32	[[0, 0, 38000, 0, 0, 0, 0, 0, 1, 0, 0, 0, [1552507291925832000, 1552507291925832000, 1552507291925870000, 1552507291925872000]]]	tower_0/v/cg/dropout0/dropout/dropout/Floor@GPU-0@ 0:(128x4096)->(128x4096) -t f32
