_retval_average_loss/Mean_0_0	/job:localhost/replica:0/task:0/device:CPU:0	1000	3000	5000	['(none)']	_retval_average_loss/Mean_0_0 = _Retval(average_loss/Mean/_43)	[1552507415135558000, 1552507415135559000, 1552507415135561000, 1552507415135563000]
_retval_inc_global_step/AssignAdd_0_1	/job:localhost/replica:0/task:0/device:CPU:0	200	700	3000	['(none)']	_retval_inc_global_step/AssignAdd_0_1 = _Retval(inc_global_step/AssignAdd)	[1552507415212746000, 1552507415212746200, 1552507415212746700, 1552507415212749000]
append_apply_gradient_ops/GradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	2000	3000	['(none)', '']	append_apply_gradient_ops/GradientDescent = NoOp(^append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent, ^append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent)	[1552507415212623000, 1552507415212624000, 1552507415212625000, 1552507415212626000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	23000	26000	['(4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine0/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_4)	[1552507415138486000, 1552507415138487000, 1552507415138509000, 1552507415138512000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	4000	4000	['(?output_ref2)']		[1552507415138499000, 1552507415138499000, 1552507415138503000, 1552507415138503000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	2900000	2905000	['(9216x4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine0/weights, learning_rate_tensor/input, tower_0/v/gradients/AddN_5)	[1552507415138514000, 1552507415138515000, 1552507415141414000, 1552507415141419000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	2880000	2880000	['(?output_ref2)']		[1552507415138526000, 1552507415138526000, 1552507415141406000, 1552507415141406000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	21000	25000	['(4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine1/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_2)	[1552507415128241000, 1552507415128242000, 1552507415128262000, 1552507415128266000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415128254000, 1552507415128254000, 1552507415128257000, 1552507415128257000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	1298000	1302000	['(4096x4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine1/weights, learning_rate_tensor/input, tower_0/v/gradients/AddN_3)	[1552507415128268000, 1552507415128268000, 1552507415129566000, 1552507415129570000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	1282000	1282000	['(?output_ref2)']		[1552507415128280000, 1552507415128280000, 1552507415129562000, 1552507415129562000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	23000	27000	['(1001)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine2/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN)	[1552507415123543000, 1552507415123543000, 1552507415123566000, 1552507415123570000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415123558000, 1552507415123558000, 1552507415123561000, 1552507415123561000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	331000	335000	['(4096x1001)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine2/weights, learning_rate_tensor/input, tower_0/v/gradients/AddN_1)	[1552507415123572000, 1552507415123572000, 1552507415123903000, 1552507415123907000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	315000	315000	['(?output_ref2)']		[1552507415123583000, 1552507415123583000, 1552507415123898000, 1552507415123898000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	19000	23000	['(64)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv0/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_14)	[1552507415212574000, 1552507415212574000, 1552507415212593000, 1552507415212597000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415212586000, 1552507415212586000, 1552507415212589000, 1552507415212589000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	19000	23000	['(11x11x3x64)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv0/conv2d/kernel, learning_rate_tensor/input, tower_0/v/gradients/AddN_15)	[1552507415212599000, 1552507415212600000, 1552507415212618000, 1552507415212622000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415212610000, 1552507415212610000, 1552507415212613000, 1552507415212613000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	21000	25000	['(192)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv1/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_12)	[1552507415204421000, 1552507415204422000, 1552507415204442000, 1552507415204446000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415204434000, 1552507415204434000, 1552507415204437000, 1552507415204437000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	42000	45000	['(5x5x64x192)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv1/conv2d/kernel, learning_rate_tensor/input, tower_0/v/gradients/AddN_13)	[1552507415204448000, 1552507415204449000, 1552507415204490000, 1552507415204493000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	25000	25000	['(?output_ref2)']		[1552507415204460000, 1552507415204460000, 1552507415204485000, 1552507415204485000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	20000	23000	['(384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv2/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_10)	[1552507415189835000, 1552507415189836000, 1552507415189855000, 1552507415189858000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415189847000, 1552507415189847000, 1552507415189850000, 1552507415189850000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	69000	73000	['(3x3x192x384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv2/conv2d/kernel, learning_rate_tensor/input, tower_0/v/gradients/AddN_11)	[1552507415189860000, 1552507415189861000, 1552507415189929000, 1552507415189933000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	53000	53000	['(?output_ref2)']		[1552507415189872000, 1552507415189872000, 1552507415189925000, 1552507415189925000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	21000	25000	['(384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv3/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_8)	[1552507415186831000, 1552507415186832000, 1552507415186852000, 1552507415186856000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	2000	2000	['(?output_ref2)']		[1552507415186845000, 1552507415186845000, 1552507415186847000, 1552507415186847000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	117000	120000	['(3x3x384x384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv3/conv2d/kernel, learning_rate_tensor/input, tower_0/v/gradients/AddN_9)	[1552507415186858000, 1552507415186859000, 1552507415186975000, 1552507415186978000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	99000	99000	['(?output_ref2)']		[1552507415186870000, 1552507415186870000, 1552507415186969000, 1552507415186969000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	22000	26000	['(256)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv4/biases, learning_rate_tensor/input, tower_0/v/gradients/AddN_6)	[1552507415174510000, 1552507415174510000, 1552507415174532000, 1552507415174536000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415174524000, 1552507415174524000, 1552507415174527000, 1552507415174527000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	82000	86000	['(3x3x384x256)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv4/conv2d/kernel, learning_rate_tensor/input, tower_0/v/gradients/AddN_7)	[1552507415174538000, 1552507415174538000, 1552507415174620000, 1552507415174624000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent:ApplyGradientDescent	/device:GPU:0/stream:all	0	66000	66000	['(?output_ref2)']		[1552507415174549000, 1552507415174549000, 1552507415174615000, 1552507415174615000]
average_loss/Mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2000	4000	['(1)', ' -t f32 -Tidx i32 -keep_dims b: 0']	average_loss/Mean = Mean(average_loss/Mean/input, tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Const_1)	[1552507415129636000, 1552507415129636000, 1552507415129638000, 1552507415129640000]
average_loss/Mean/input	/job:localhost/replica:0/task:0/device:GPU:0	1000	3000	5000	['(1)', ' -N i: 1 -t f32 -axis i: 0']	average_loss/Mean/input = ExpandDims(tower_0/v/add, ConstantFolding/average_loss/Mean/input_const_axis)	[1552507415128235000, 1552507415128236000, 1552507415128238000, 1552507415128240000]
edge_414_average_loss/Mean:MEMCPYDtoH	/device:GPU:0/memcpy	0	1000	1000	['(4 bytes)']	MEMCPYDtoH 4 bytes (Device to Pinned)	[1552507415135504000, 1552507415135504000, 1552507415135505000, 1552507415135505000]
global_step	/job:localhost/replica:0/task:0/device:CPU:0	1000	9000	12000	['(1)', ' -t i64']	global_step = VariableV2()	[1552507415061985000, 1552507415061986000, 1552507415061994000, 1552507415061997000]
gpu_compute_stage_ops_group	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(none)', '']	gpu_compute_stage_ops_group = NoOp()	[1552507415062085000, 1552507415062085000, 1552507415062086000, 1552507415062087000]
inc_global_step/AssignAdd	/job:localhost/replica:0/task:0/device:CPU:0	1000	4000	5000	['(1)', ' -t i64 -use_locking 0']	inc_global_step/AssignAdd = AssignAdd(global_step, inc_global_step/AssignAdd/value)	[1552507415212739000, 1552507415212740000, 1552507415212743000, 1552507415212744000]
inc_global_step/AssignAdd/value	/job:localhost/replica:0/task:0/device:CPU:0	0	3000	4000	['(1)', ' -t i64']	inc_global_step/AssignAdd/value = Const(^main_fetch_group/_41)	[1552507415212734000, 1552507415212734000, 1552507415212737000, 1552507415212738000]
learning_rate_tensor/input	/job:localhost/replica:0/task:0/device:GPU:0	1000	2000	4000	['(1)', ' -t f32']	learning_rate_tensor/input = Const()	[1552507415062107000, 1552507415062108000, 1552507415062109000, 1552507415062111000]
main_fetch_group	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(none)', '']	main_fetch_group = NoOp(^average_loss/Mean, ^append_apply_gradient_ops/GradientDescent)	[1552507415212630000, 1552507415212630000, 1552507415212631000, 1552507415212632000]
main_fetch_group/_38	/job:localhost/replica:0/task:0/device:GPU:0	0	2000	3000	['(1)']	main_fetch_group/_38 = Const(^main_fetch_group)	[1552507415212636000, 1552507415212636000, 1552507415212638000, 1552507415212639000]
main_fetch_group/_41	/job:localhost/replica:0/task:0/device:CPU:0	1000	2000	6000	['(1)']	main_fetch_group/_41 = Identity(main_fetch_group/_40)	[1552507415212724000, 1552507415212725000, 1552507415212726000, 1552507415212730000]
tower_0/v/add	/job:localhost/replica:0/task:0/device:GPU:0	0	22000	26000	['(1)', ' -t f32']	tower_0/v/add = Add(tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/value, tower_0/v/mul)	[1552507415123975000, 1552507415123975000, 1552507415123997000, 1552507415124001000]
tower_0/v/add:Add	/device:GPU:0/stream:all	0	3000	3000	['(?output_ref2)']		[1552507415123990000, 1552507415123990000, 1552507415123993000, 1552507415123993000]
tower_0/v/alexnet_synthetic_labels	/job:localhost/replica:0/task:0/device:GPU:0	0	63000	66000	['(128)', ' -t i32 -Tout i32 -seed i: 123 -seed2 i: 16']	tower_0/v/alexnet_synthetic_labels = RandomUniformInt(tower_0/v/alexnet_synthetic_labels/shape, tower_0/v/alexnet_synthetic_labels/min, tower_0/v/alexnet_synthetic_labels/max)	[1552507415062229000, 1552507415062229000, 1552507415062292000, 1552507415062295000]
tower_0/v/alexnet_synthetic_labels/max	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(1)', ' -t i32']	tower_0/v/alexnet_synthetic_labels/max = Const()	[1552507415062134000, 1552507415062134000, 1552507415062135000, 1552507415062136000]
tower_0/v/alexnet_synthetic_labels/min	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(1)', ' -t i32']	tower_0/v/alexnet_synthetic_labels/min = Const()	[1552507415062131000, 1552507415062131000, 1552507415062132000, 1552507415062133000]
tower_0/v/alexnet_synthetic_labels/shape	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(1)', ' -t i32']	tower_0/v/alexnet_synthetic_labels/shape = Const()	[1552507415062128000, 1552507415062128000, 1552507415062129000, 1552507415062130000]
tower_0/v/alexnet_synthetic_labels:RandomUniformInt	/device:GPU:0/stream:all	0	8000	8000	['(?output_ref2)']		[1552507415062272000, 1552507415062272000, 1552507415062280000, 1552507415062280000]
tower_0/v/cg/Reshape	/job:localhost/replica:0/task:0/device:GPU:0	0	3000	5000	['(128x9216)', ' -t f32 -Tshape i32']	tower_0/v/cg/Reshape = Reshape(tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer, tower_0/v/cg/Reshape/shape)	[1552507415116311000, 1552507415116311000, 1552507415116314000, 1552507415116316000]
tower_0/v/cg/Reshape/shape	/job:localhost/replica:0/task:0/device:GPU:0	200	700	3000	['(2)', ' -t i32']	tower_0/v/cg/Reshape/shape = Const()	[1552507415062164000, 1552507415062164200, 1552507415062164700, 1552507415062167000]
tower_0/v/cg/affine0/affine0	/job:localhost/replica:0/task:0/device:GPU:0	1000	46000	48000	['(128x4096)', ' -t f32']	tower_0/v/cg/affine0/affine0 = Relu(tower_0/v/cg/affine0/xw_plus_b)	[1552507415119579000, 1552507415119580000, 1552507415119625000, 1552507415119627000]
tower_0/v/cg/affine0/affine0:Relu	/device:GPU:0/stream:all	0	29000	29000	['(?output_ref2)']		[1552507415119591000, 1552507415119591000, 1552507415119620000, 1552507415119620000]
tower_0/v/cg/affine0/xw_plus_b	/job:localhost/replica:0/task:0/device:GPU:0	1000	50000	53000	['(128x4096)', ' -t f32 -data_format NHWC']	tower_0/v/cg/affine0/xw_plus_b = BiasAdd(tower_0/v/cg/affine0/xw_plus_b/MatMul, v/cg/affine0/biases/read)	[1552507415119524000, 1552507415119525000, 1552507415119574000, 1552507415119577000]
tower_0/v/cg/affine0/xw_plus_b/MatMul	/job:localhost/replica:0/task:0/device:GPU:0	0	3199000	3202000	['(128x4096)', ' -t f32 -tr_a 0 -tr_b 0']	[GPU_0_bfc 2.5MB 2.5MB] tower_0/v/cg/affine0/xw_plus_b/MatMul = MatMul(tower_0/v/cg/Reshape, v/cg/affine0/weights/read)	[1552507415116318000, 1552507415116318000, 1552507415119517000, 1552507415119520000]
tower_0/v/cg/affine0/xw_plus_b/MatMul:MatMul	/device:GPU:0/stream:all	0	3166000	3166000	['(?output_ref2)']		[1552507415116344000, 1552507415116344000, 1552507415119510000, 1552507415119510000]
tower_0/v/cg/affine0/xw_plus_b:BiasAdd	/device:GPU:0/stream:all	0	31000	31000	['(?output_ref2)']		[1552507415119538000, 1552507415119538000, 1552507415119569000, 1552507415119569000]
tower_0/v/cg/affine1/affine1	/job:localhost/replica:0/task:0/device:GPU:0	0	44000	46000	['(128x4096)', ' -t f32']	tower_0/v/cg/affine1/affine1 = Relu(tower_0/v/cg/affine1/xw_plus_b)	[1552507415121254000, 1552507415121254000, 1552507415121298000, 1552507415121300000]
tower_0/v/cg/affine1/affine1:Relu	/device:GPU:0/stream:all	0	29000	29000	['(?output_ref2)']		[1552507415121264000, 1552507415121264000, 1552507415121293000, 1552507415121293000]
tower_0/v/cg/affine1/xw_plus_b	/job:localhost/replica:0/task:0/device:GPU:0	0	47000	50000	['(128x4096)', ' -t f32 -data_format NHWC']	tower_0/v/cg/affine1/xw_plus_b = BiasAdd(tower_0/v/cg/affine1/xw_plus_b/MatMul, v/cg/affine1/biases/read)	[1552507415121202000, 1552507415121202000, 1552507415121249000, 1552507415121252000]
tower_0/v/cg/affine1/xw_plus_b/MatMul	/job:localhost/replica:0/task:0/device:GPU:0	0	1443000	1445000	['(128x4096)', ' -t f32 -tr_a 0 -tr_b 0']	[GPU_0_bfc 2.0MB 2.0MB] tower_0/v/cg/affine1/xw_plus_b/MatMul = MatMul(tower_0/v/cg/dropout0/dropout/dropout/mul, v/cg/affine1/weights/read)	[1552507415119753000, 1552507415119753000, 1552507415121196000, 1552507415121198000]
tower_0/v/cg/affine1/xw_plus_b/MatMul:MatMul	/device:GPU:0/stream:all	0	1422000	1422000	['(?output_ref2)']		[1552507415119768000, 1552507415119768000, 1552507415121190000, 1552507415121190000]
tower_0/v/cg/affine1/xw_plus_b:BiasAdd	/device:GPU:0/stream:all	0	31000	31000	['(?output_ref2)']		[1552507415121214000, 1552507415121214000, 1552507415121245000, 1552507415121245000]
tower_0/v/cg/affine2/xw_plus_b	/job:localhost/replica:0/task:0/device:GPU:0	1000	24000	26000	['(128x1001)', ' -t f32 -data_format NHWC']	tower_0/v/cg/affine2/xw_plus_b = BiasAdd(tower_0/v/cg/affine2/xw_plus_b/MatMul, v/cg/affine2/biases/read)	[1552507415121833000, 1552507415121834000, 1552507415121857000, 1552507415121859000]
tower_0/v/cg/affine2/xw_plus_b/MatMul	/job:localhost/replica:0/task:0/device:GPU:0	1000	408000	411000	['(128x1001)', ' -t f32 -tr_a 0 -tr_b 0']	[GPU_0_bfc 0.5MB 0.5MB] tower_0/v/cg/affine2/xw_plus_b/MatMul = MatMul(tower_0/v/cg/dropout0_1/dropout/dropout/mul, v/cg/affine2/weights/read)	[1552507415121418000, 1552507415121419000, 1552507415121826000, 1552507415121829000]
