append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	2880000	2883000	['(9216x4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine0/weights, learning_rate_tensor/input, tower_0/v/mul_12)	[1552507523246968000, 1552507523246969000, 1552507523249848000, 1552507523249851000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	18000	21000	['(4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine1/biases, learning_rate_tensor/input, tower_0/v/mul_15)	[1552507523237975000, 1552507523237976000, 1552507523237993000, 1552507523237996000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	1283000	1287000	['(4096x4096)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine1/weights, learning_rate_tensor/input, tower_0/v/mul_14)	[1552507523237998000, 1552507523237998000, 1552507523239281000, 1552507523239285000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	15000	18000	['(1001)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine2/biases, learning_rate_tensor/input, tower_0/v/mul_17)	[1552507523228648000, 1552507523228648000, 1552507523228663000, 1552507523228666000]
append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	318000	320000	['(4096x1001)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent = ApplyGradientDescent(v/cg/affine2/weights, learning_rate_tensor/input, tower_0/v/mul_16)	[1552507523228668000, 1552507523228668000, 1552507523228986000, 1552507523228988000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	10000	13000	['(64)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv0/biases, learning_rate_tensor/input, tower_0/v/mul_3)	[1552507523314056000, 1552507523314057000, 1552507523314066000, 1552507523314069000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	10000	13000	['(11x11x3x64)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv0/conv2d/kernel, learning_rate_tensor/input, tower_0/v/mul_2)	[1552507523314071000, 1552507523314071000, 1552507523314081000, 1552507523314084000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	12000	14000	['(192)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv1/biases, learning_rate_tensor/input, tower_0/v/mul_5)	[1552507523313946000, 1552507523313946000, 1552507523313958000, 1552507523313960000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	31000	34000	['(5x5x64x192)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv1/conv2d/kernel, learning_rate_tensor/input, tower_0/v/mul_4)	[1552507523313962000, 1552507523313962000, 1552507523313993000, 1552507523313996000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	12000	15000	['(384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv2/biases, learning_rate_tensor/input, tower_0/v/mul_7)	[1552507523304104000, 1552507523304104000, 1552507523304116000, 1552507523304119000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	63000	65000	['(3x3x192x384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv2/conv2d/kernel, learning_rate_tensor/input, tower_0/v/mul_6)	[1552507523304120000, 1552507523304121000, 1552507523304183000, 1552507523304185000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	1000	12000	14000	['(384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv3/biases, learning_rate_tensor/input, tower_0/v/mul_9)	[1552507523292834000, 1552507523292835000, 1552507523292846000, 1552507523292848000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	111000	114000	['(3x3x384x384)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv3/conv2d/kernel, learning_rate_tensor/input, tower_0/v/mul_8)	[1552507523292850000, 1552507523292850000, 1552507523292961000, 1552507523292964000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	12000	14000	['(256)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv4/biases, learning_rate_tensor/input, tower_0/v/mul_11)	[1552507523290178000, 1552507523290178000, 1552507523290190000, 1552507523290192000]
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent	/job:localhost/replica:0/task:0/device:GPU:0	0	78000	81000	['(3x3x384x256)', ' -t f32 -use_locking 0']	append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent = ApplyGradientDescent(v/cg/conv4/conv2d/kernel, learning_rate_tensor/input, tower_0/v/mul_10)	[1552507523290195000, 1552507523290195000, 1552507523290273000, 1552507523290276000]
average_loss/Mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2000	4000	['(1)', ' -t f32 -Tidx i32 -keep_dims b: 0']	average_loss/Mean = Mean(average_loss/Mean/input, tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Const_1)	[1552507523229807000, 1552507523229807000, 1552507523229809000, 1552507523229811000]
average_loss/Mean/input	/job:localhost/replica:0/task:0/device:GPU:0	0	2000	3000	['(1)', ' -N i: 1 -t f32 -axis i: 0']	average_loss/Mean/input = ExpandDims(tower_0/v/add, ConstantFolding/average_loss/Mean/input_const_axis)	[1552507523228643000, 1552507523228643000, 1552507523228645000, 1552507523228646000]
global_step	/job:localhost/replica:0/task:0/device:CPU:0	1000	8000	11000	['(1)', ' -t i64']	global_step = VariableV2()	[1552507523166567000, 1552507523166568000, 1552507523166575000, 1552507523166578000]
gpu_compute_stage_ops_group	/job:localhost/replica:0/task:0/device:GPU:0	1000	2000	3000	['(none)', '']	gpu_compute_stage_ops_group = NoOp()	[1552507523166636000, 1552507523166637000, 1552507523166638000, 1552507523166639000]
inc_global_step/AssignAdd	/job:localhost/replica:0/task:0/device:CPU:0	0	4000	6000	['(1)', ' -t i64 -use_locking 0']	inc_global_step/AssignAdd = AssignAdd(global_step, inc_global_step/AssignAdd/value)	[1552507523314210000, 1552507523314210000, 1552507523314214000, 1552507523314216000]
inc_global_step/AssignAdd/value	/job:localhost/replica:0/task:0/device:CPU:0	1000	4000	5000	['(1)', ' -t i64']	inc_global_step/AssignAdd/value = Const(^main_fetch_group/_43)	[1552507523314203000, 1552507523314204000, 1552507523314207000, 1552507523314208000]
learning_rate_tensor/input	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(1)', ' -t f32']	learning_rate_tensor/input = Const()	[1552507523166649000, 1552507523166649000, 1552507523166650000, 1552507523166651000]
loss_scale	/job:localhost/replica:0/task:0/device:CPU:0	1000	7000	9000	['(1)', ' -t f32']	loss_scale = VariableV2()	[1552507523166572000, 1552507523166573000, 1552507523166579000, 1552507523166581000]
loss_scale/read	/job:localhost/replica:0/task:0/device:CPU:0	0	1000	3000	['(1)', ' -t f32']	loss_scale/read = Identity(loss_scale)	[1552507523166585000, 1552507523166585000, 1552507523166586000, 1552507523166588000]
main_fetch_group	/job:localhost/replica:0/task:0/device:GPU:0	200	700	2000	['(none)', '']	main_fetch_group = NoOp(^average_loss/Mean, ^append_apply_gradient_ops/GradientDescent)	[1552507523314094000, 1552507523314094200, 1552507523314094700, 1552507523314096000]
main_fetch_group/_40	/job:localhost/replica:0/task:0/device:GPU:0	1000	4000	5000	['(1)']	main_fetch_group/_40 = Const(^main_fetch_group)	[1552507523314096000, 1552507523314097000, 1552507523314100000, 1552507523314101000]
main_fetch_group/_43	/job:localhost/replica:0/task:0/device:CPU:0	1000	2000	5000	['(1)']	main_fetch_group/_43 = Identity(main_fetch_group/_42)	[1552507523314195000, 1552507523314196000, 1552507523314197000, 1552507523314200000]
tower_0/v/Cast	/job:localhost/replica:0/task:0/device:GPU:0	0	14000	16000	['(128x1001)', ' -DstT f32 -SrcT f16']	[GPU_0_bfc 0.8MB 0.8MB] tower_0/v/Cast = Cast(tower_0/v/cg/affine2/xw_plus_b)	[1552507523223913000, 1552507523223913000, 1552507523223927000, 1552507523223929000]
tower_0/v/add	/job:localhost/replica:0/task:0/device:GPU:0	1000	13000	15000	['(1)', ' -t f32']	tower_0/v/add = Add(tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/value, tower_0/v/mul)	[1552507523225289000, 1552507523225290000, 1552507523225302000, 1552507523225304000]
tower_0/v/alexnet_synthetic_labels	/job:localhost/replica:0/task:0/device:GPU:0	0	32000	35000	['(128)', ' -t i32 -Tout i32 -seed i: 123 -seed2 i: 21']	tower_0/v/alexnet_synthetic_labels = RandomUniformInt(tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum_grad/Const, tower_0/v/alexnet_synthetic_labels/min, tower_0/v/alexnet_synthetic_labels/max)	[1552507523166763000, 1552507523166763000, 1552507523166795000, 1552507523166798000]
tower_0/v/alexnet_synthetic_labels/max	/job:localhost/replica:0/task:0/device:GPU:0	200	700	1000	['(1)', ' -t i32']	tower_0/v/alexnet_synthetic_labels/max = Const()	[1552507523166677000, 1552507523166677200, 1552507523166677700, 1552507523166678000]
tower_0/v/alexnet_synthetic_labels/min	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(1)', ' -t i32']	tower_0/v/alexnet_synthetic_labels/min = Const()	[1552507523166674000, 1552507523166674000, 1552507523166675000, 1552507523166676000]
tower_0/v/cg/Reshape	/job:localhost/replica:0/task:0/device:GPU:0	0	2000	3000	['(128x9216)', ' -t f16 -Tshape i32']	tower_0/v/cg/Reshape = Reshape(tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer, tower_0/v/cg/Reshape/shape)	[1552507523219399000, 1552507523219399000, 1552507523219401000, 1552507523219402000]
tower_0/v/cg/Reshape/shape	/job:localhost/replica:0/task:0/device:GPU:0	200	700	1000	['(2)', ' -t i32']	tower_0/v/cg/Reshape/shape = Const()	[1552507523166702000, 1552507523166702200, 1552507523166702700, 1552507523166703000]
tower_0/v/cg/affine0/Cast	/job:localhost/replica:0/task:0/device:GPU:0	0	1521000	1523000	['(9216x4096)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 72.0MB 72.0MB] tower_0/v/cg/affine0/Cast = Cast(v/cg/affine0/weights/read)	[1552507523171483000, 1552507523171483000, 1552507523173004000, 1552507523173006000]
tower_0/v/cg/affine0/Cast_1	/job:localhost/replica:0/task:0/device:GPU:0	0	11000	13000	['(4096)', ' -DstT f16 -SrcT f32']	tower_0/v/cg/affine0/Cast_1 = Cast(v/cg/affine0/biases/read)	[1552507523168545000, 1552507523168545000, 1552507523168556000, 1552507523168558000]
tower_0/v/cg/affine0/affine0	/job:localhost/replica:0/task:0/device:GPU:0	0	14000	16000	['(128x4096)', ' -t f16']	tower_0/v/cg/affine0/affine0 = Relu(tower_0/v/cg/affine0/xw_plus_b)	[1552507523222129000, 1552507523222129000, 1552507523222143000, 1552507523222145000]
tower_0/v/cg/affine0/xw_plus_b	/job:localhost/replica:0/task:0/device:GPU:0	1000	46000	49000	['(128x4096)', ' -t f16 -data_format NHWC']	tower_0/v/cg/affine0/xw_plus_b = BiasAdd(tower_0/v/cg/affine0/xw_plus_b/MatMul, tower_0/v/cg/affine0/Cast_1)	[1552507523222079000, 1552507523222080000, 1552507523222125000, 1552507523222128000]
tower_0/v/cg/affine0/xw_plus_b/MatMul	/job:localhost/replica:0/task:0/device:GPU:0	0	2670000	2672000	['(128x4096)', ' -t f16 -tr_a 0 -tr_b 0']	[GPU_0_bfc 1.3MB 1.3MB] tower_0/v/cg/affine0/xw_plus_b/MatMul = MatMul(tower_0/v/cg/Reshape, tower_0/v/cg/affine0/Cast)	[1552507523219404000, 1552507523219404000, 1552507523222074000, 1552507523222076000]
tower_0/v/cg/affine1/Cast	/job:localhost/replica:0/task:0/device:GPU:0	1000	678000	680000	['(4096x4096)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 32.0MB 32.0MB] tower_0/v/cg/affine1/Cast = Cast(v/cg/affine1/weights/read)	[1552507523167834000, 1552507523167835000, 1552507523168512000, 1552507523168514000]
tower_0/v/cg/affine1/Cast_1	/job:localhost/replica:0/task:0/device:GPU:0	1000	11000	12000	['(4096)', ' -DstT f16 -SrcT f32']	tower_0/v/cg/affine1/Cast_1 = Cast(v/cg/affine1/biases/read)	[1552507523167364000, 1552507523167365000, 1552507523167375000, 1552507523167376000]
tower_0/v/cg/affine1/affine1	/job:localhost/replica:0/task:0/device:GPU:0	0	15000	17000	['(128x4096)', ' -t f16']	tower_0/v/cg/affine1/affine1 = Relu(tower_0/v/cg/affine1/xw_plus_b)	[1552507523223447000, 1552507523223447000, 1552507523223462000, 1552507523223464000]
tower_0/v/cg/affine1/xw_plus_b	/job:localhost/replica:0/task:0/device:GPU:0	1000	46000	50000	['(128x4096)', ' -t f16 -data_format NHWC']	tower_0/v/cg/affine1/xw_plus_b = BiasAdd(tower_0/v/cg/affine1/xw_plus_b/MatMul, tower_0/v/cg/affine1/Cast_1)	[1552507523223395000, 1552507523223396000, 1552507523223441000, 1552507523223445000]
tower_0/v/cg/affine1/xw_plus_b/MatMul	/job:localhost/replica:0/task:0/device:GPU:0	0	1159000	1163000	['(128x4096)', ' -t f16 -tr_a 0 -tr_b 0']	[GPU_0_bfc 1.0MB 1.0MB] tower_0/v/cg/affine1/xw_plus_b/MatMul = MatMul(tower_0/v/cg/dropout0/dropout/dropout/mul, tower_0/v/cg/affine1/Cast)	[1552507523222228000, 1552507523222228000, 1552507523223387000, 1552507523223391000]
tower_0/v/cg/affine2/Cast	/job:localhost/replica:0/task:0/device:GPU:0	0	170000	172000	['(4096x1001)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 7.8MB 7.8MB] tower_0/v/cg/affine2/Cast = Cast(v/cg/affine2/weights/read)	[1552507523167170000, 1552507523167170000, 1552507523167340000, 1552507523167342000]
tower_0/v/cg/affine2/Cast_1	/job:localhost/replica:0/task:0/device:GPU:0	0	12000	14000	['(1001)', ' -DstT f16 -SrcT f32']	tower_0/v/cg/affine2/Cast_1 = Cast(v/cg/affine2/biases/read)	[1552507523166998000, 1552507523166998000, 1552507523167010000, 1552507523167012000]
tower_0/v/cg/affine2/xw_plus_b	/job:localhost/replica:0/task:0/device:GPU:0	1000	20000	23000	['(128x1001)', ' -t f16 -data_format NHWC']	tower_0/v/cg/affine2/xw_plus_b = BiasAdd(tower_0/v/cg/affine2/xw_plus_b/MatMul, tower_0/v/cg/affine2/Cast_1)	[1552507523223889000, 1552507523223890000, 1552507523223909000, 1552507523223912000]
tower_0/v/cg/affine2/xw_plus_b/MatMul	/job:localhost/replica:0/task:0/device:GPU:0	0	349000	351000	['(128x1001)', ' -t f16 -tr_a 0 -tr_b 0']	[GPU_0_bfc 0.2MB 0.2MB] tower_0/v/cg/affine2/xw_plus_b/MatMul = MatMul(tower_0/v/cg/dropout0_1/dropout/dropout/mul, tower_0/v/cg/affine2/Cast)	[1552507523223535000, 1552507523223535000, 1552507523223884000, 1552507523223886000]
tower_0/v/cg/conv0/BiasAdd	/job:localhost/replica:0/task:0/device:GPU:0	0	1905000	1909000	['(128x64x55x55)', ' -t f16 -data_format NHWC']	tower_0/v/cg/conv0/BiasAdd = BiasAdd(tower_0/v/cg/conv0/conv2d/Conv2D, tower_0/v/cg/conv0/Cast)	[1552507523183693000, 1552507523183693000, 1552507523185598000, 1552507523185602000]
tower_0/v/cg/conv0/Cast	/job:localhost/replica:0/task:0/device:GPU:0	1000	11000	13000	['(64)', ' -DstT f16 -SrcT f32']	tower_0/v/cg/conv0/Cast = Cast(v/cg/conv0/biases/read)	[1552507523176445000, 1552507523176446000, 1552507523176456000, 1552507523176458000]
tower_0/v/cg/conv0/Relu	/job:localhost/replica:0/task:0/device:GPU:0	1000	690000	692000	['(128x64x55x55)', ' -t f16']	tower_0/v/cg/conv0/Relu = Relu(tower_0/v/cg/conv0/BiasAdd)	[1552507523185688000, 1552507523185689000, 1552507523186378000, 1552507523186380000]
tower_0/v/cg/conv0/conv2d/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	5799000	5803000	['(128x64x55x55)', ' -t f16 -data_format NHWC -strides list { i: 1 i: 4 i: 4 i: 1} -cudnn 1']	[GPU_0_bfc 94.6MB 94.6MB] tower_0/v/cg/conv0/conv2d/Conv2D = Conv2D(tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter-0-TransposeNHWCToNCHW-LayoutOptimizer, Cast)	[1552507523177776000, 1552507523177776000, 1552507523183575000, 1552507523183579000]
tower_0/v/cg/conv1/BiasAdd	/job:localhost/replica:0/task:0/device:GPU:0	2000	1155000	1160000	['(128x192x27x27)', ' -t f16 -data_format NHWC']	tower_0/v/cg/conv1/BiasAdd = BiasAdd(tower_0/v/cg/conv1/conv2d/Conv2D, tower_0/v/cg/conv1/Cast)	[1552507523194736000, 1552507523194738000, 1552507523195891000, 1552507523195896000]
